"sha256"," sha1"," md5"," dex_date"," apk_size"," pkg_name"," vercode"," vt_detection"," vt_scan_date"," dex_size"," added"," markets"
"90CDE6A80D5E70EECC324434B1790F8169FEEF1265336BE78D2FDA64B84C6C07","B49EE4045641CAEA5D20B9C054576E7E7EA9E4EE","0C4525603A949608419F6C46E0C6E6D9","1980-01-01 00:00:00","41227451","com.ubanquity.redd.uba","16865","0","2022-01-26 14:43:27","5460932","2020-12-15 16:11:59.129917","play.google.com'"
"940799CEC88BDF9187FB7EF66DDBEA3CE37F4FC5C6AAD1AEFEBCCC9E35086BAC","C119B879C5E5C3C4A49B12854B80953CA7866533","92359CEBB52A5BDB865692FF5681C460","1980-01-01 00:00:00","43375759","com.ubanquity.redd.uba","16875","0","2022-02-04 13:53:49","5461400","2021-04-07 17:57:20.5302","play.google.com'"
"9C6489C7A10F4C83A7B42BA1B2E195ABDC28D71269CC3BC785C319737CEFB7E9","05A8739D50B8879BE86F4E3D28875302026D8E7C","7091BE5871E6D3180BA545DA75510299","1981-01-01 01:01:02","39436548","com.ubanquity.redd.uba","16904","0","2022-02-25 11:15:28","6235056","2022-01-25 06:40:08.909065","play.google.com'"
"9D525271BFBC9B953288A64B3593EDECA9419CB21B32A5F95ACFE0B7FC6A8891","0D0FA671F8DAA37E6A972DBCAF3800E1BAD8800F","9EA9534DA7F5D050CE815D74D9F967DA","1980-01-01 00:00:00","28939885","com.uba.vericash","5041800","2","2019-11-20 03:16:23","6065380","2019-11-22 03:15:37.786464","play.google.com'"
"AB713CDCFDD0AF5EF094CA84C9767AFDE432525E397472399FA56D20C3C008BC","E95957D1732A323CE92530B2082DBF99722A77A7","41F429F577CDD27931E7AB4DC12BF8AE","1980-01-01 00:00:00","34712658","com.uba.vericash","5010822","0","2019-06-18 12:13:50","5538676","2018-09-09 00:44:22.043278","play.google.com'"
"B880376F6AC8F61234D7960BA9C0EDB55E6722B0323756CC78AFDBCBFC90F9CD","C7D1623D3331856D93A2DBFB6B939B7745232A47","6EDF18F81B6F08252228010D1B76DE25","1980-01-01 00:00:00","10940285","com.uba.vericash","500920","1","2017-11-21 00:56:57","2539732","2017-12-03 17:02:20.577953","play.google.com'"
"BF9B3B94A0B4E874B267D90931B6FB1EA5EA4925CE395EDE9295A3766F1C1F0A","2B4C7F06D1B2298C61D9FFCAE66D3B87739DDA7E","3110E82FFA36AE34D71230F7180DFAF4","1980-01-01 00:00:00","24489689","com.uba.vericash","5070090","0","2020-12-13 10:35:24","5799384","2020-11-13 11:34:07.302392","play.google.com'"
"FB353A9FDA07EFACFB37074082A2319E8F5B0376BDD0AB45E2B5ADB24A615B39","351C4005F3493A5B2340C619E48683E91AAF9BCA","8E7AC50E69438E2C6D63FDFCABF78AA7","2015-12-03 16:40:22","4048242","com.uba.vericash","401348","0","2016-03-21 09:12:46","332040","2016-03-23 22:51:05.130586","play.google.com'"
"7F678241A28B0CBC11ED54C40CDC2CF7AD353BF3B20BDD4EF4A41C64C52C5930","468BB88DBF4870F9CC0797D243C739AE3551ABD6","58F9BE18A106876CA6F4F829BD9C8E89","1981-01-01 01:01:02","6652469","com.NT.VersusMobilBanking","10","0","2022-02-11 09:39:37","7034588","2022-01-12 11:46:16.259693","play.google.com'"
"8295B4A914140A7F2ED7E6BB9467EF63D308EA6B470183C84189CC593330591F","BFD907DF51B386B4B1D87CF57C94C967645BE419","17591A9881BF67BE1AD15CB8F0E85AB1","1981-01-01 01:01:02","6648310","com.NT.VersusMobilBanking","5","0","2021-04-09 15:01:08","7039948","2021-03-10 22:29:21.741638","play.google.com'"
"A6EC372752DABC278C475734382CBAFEE71093D22EBD438D7853542DE6C33949","843CE15BAD967494DEE41127BC8154413015BC40","C1D8429CAA18F7F2BF8B078576673A7B","1981-01-01 01:01:02","6652469","com.NT.VersusMobilBanking","8","0","2021-08-07 06:56:39","7034584","2021-07-08 04:34:04.54915","play.google.com'"
"E584F9943ECADDA74B46A9959D0D2BF03EA317699934A484C7170E1255547A2B","F7B84C89BC185F78D2D365738B7A12E7A58DF517","D012C43DC6C42DBC7F8AA2A2C626A2C6","1980-01-01 00:00:00","6640041","com.NT.VersusMobilBanking","4","0","2021-01-19 10:19:39","7030444","2020-12-20 19:04:44.745279","play.google.com'"
"2845A03A1AA69AEFC01A9052D4D7C50673339248E80EADB8943410AE305F4137","431F652ED31DF536947168ED9EE976AB5171185B","EB254E21B01FC17FD73BD4697AF437EF","1981-01-01 01:01:02","19132300","com.paytop.wafacash","45","0","2022-01-16 11:48:55","9089856","2021-12-17 13:12:04.873465","play.google.com'"
"B35172E79E8909D811FF1573B5FD4A3646D4FA93DA9D1DE5E4C13E0EF26E994A","1A33B0339F8FCAF78CE37E5A20D231AA0DA30FFC","7E4921E3947CFE292F1926B6F32F2FC7","1981-01-01 01:01:02","20603452","com.paytop.wafacash","51","0","2022-04-07 07:49:45","9174896","2022-03-08 19:43:59.582724","play.google.com'"
"CC54E0308887797928FD39D0985DA9D2939F56C01C484C4C71F7E3487EFF9724","DBA90E73F938B776ECB620CF987946C00EBBC306","A65D3929A588E9F5BB87ACB801BAD30D","1981-01-01 01:01:02","18112679","com.paytop.wafacash","37","0","2021-09-29 07:59:48","8638052","2021-08-30 10:19:36.499569","play.google.com'"
"FF0234E7B09D83B9B7835DCEFC618202DCCD28ED183A913978EE5A8C56DE7CFD","68A60F307CE4ACD568C8B3CE79C4617AA0D266C9","7AFA98649E6BD07055E33BB9C4811388","1981-01-01 01:01:02","18013201","com.paytop.wafacash","55","0","2022-09-17 09:23:45","9220500","2022-07-09 11:49:26.357747","play.google.com'"
